"Longitude","Latitude","Day_of_Week"
-1.498115,52.39316,"Thu"
-1.496773,52.42076,"Fri"
-1.443899,52.40398,"Sat"
-1.499105,52.44846,"Wed"
-1.507172,52.41127,"Fri"
-1.481341,52.43256,"Sat"
-1.490954,52.44078,"Fri"
-1.445076,52.40389,"Thu"
-1.518388,52.43433,"Sat"
-1.494392,52.43603,"Fri"
-1.453821,52.40996,"Thu"
-1.486448,52.42341,"Fri"
-1.508209,52.39734,"Sat"
-1.552055,52.39248,"Thu"
-1.457925,52.38696,"Sun"
-1.555113,52.39528,"Tue"
-1.825647,52.58766,"Thu"
-1.834639,52.51225,"Tue"
-1.785039,52.56071,"Mon"
-1.880244,52.53945,"Fri"
-1.798715,52.53799,"Wed"
-1.806299,52.52317,"Fri"
-1.797651,52.51291,"Tue"
-1.829105,52.53345,"Wed"
-1.867701,52.54294,"Sat"
-1.84136,52.52817,"Tue"
-1.82358,52.58765,"Fri"
-1.776488,52.53085,"Mon"
-1.849928,52.52269,"Fri"
-1.858749,52.52972,"Wed"
-1.843424,52.5279,"Wed"
-1.883304,52.55321,"Tue"
-1.802458,52.52523,"Thu"
-1.854411,52.54877,"Tue"
-1.83357,52.52204,"Sat"
-1.799106,52.51678,"Sat"
-1.827844,52.55422,"Mon"
-1.831768,52.53094,"Tue"
-1.841507,52.52826,"Sat"
-1.890588,52.53038,"Wed"
-1.755409,52.53054,"Wed"
-1.843289,52.52448,"Sat"
-1.828778,52.54172,"Tue"
-1.823385,52.56284,"Thu"
-1.828958,52.53336,"Tue"
-1.802606,52.52505,"Thu"
-1.802698,52.57036,"Sun"
-1.823675,52.56392,"Wed"
-1.844183,52.52179,"Wed"
-1.858518,52.50958,"Mon"
-1.846017,52.58724,"Tue"
-1.828452,52.58748,"Tue"
-1.88085,52.53343,"Sat"
-1.85345,52.52728,"Sun"
-1.882007,52.54188,"Tue"
-1.832212,52.5304,"Fri"
-1.844037,52.52152,"Fri"
-1.870558,52.47399,"Sun"
-1.856576,52.51794,"Fri"
-1.817634,52.5622,"Fri"
-1.836022,52.53661,"Fri"
-1.774572,52.53075,"Mon"
-1.841802,52.52826,"Sun"
-1.833723,52.52069,"Sat"
-1.787615,52.51613,"Sat"
-1.822196,52.565,"Mon"
-1.837886,52.55091,"Sat"
-1.856624,52.5485,"Sat"
-1.875389,52.53558,"Fri"
-1.816738,52.56472,"Tue"
-1.855421,52.60028,"Wed"
-1.867259,52.54267,"Fri"
-1.825234,52.54289,"Thu"
-1.853857,52.53798,"Fri"
-1.874879,52.55949,"Sat"
-1.885399,52.54152,"Sun"
-1.77973,52.53112,"Mon"
-1.868589,52.54196,"Tue"
-1.834359,52.58659,"Thu"
-1.843174,52.51549,"Sat"
-1.836689,52.51575,"Wed"
-1.851877,52.5129,"Tue"
-1.771779,52.55763,"Mon"
-1.884931,52.55141,"Fri"
-1.822902,52.53623,"Sat"
-1.818087,52.55969,"Sat"
-1.796927,52.51012,"Tue"
-1.875389,52.53558,"Sun"
-1.819331,52.50818,"Wed"
-1.794363,52.5227,"Sat"
-1.881269,52.54215,"Thu"
-1.843445,52.52197,"Mon"
-1.823057,52.57084,"Mon"
-1.853059,52.512,"Wed"
-1.824778,52.5463,"Fri"
-1.873916,52.53513,"Fri"
-1.845112,52.50902,"Tue"
-1.858519,52.5094,"Sat"
-1.938738,52.4629,"Fri"
-1.961007,52.41355,"Fri"
-1.961607,52.40007,"Mon"
-1.92779,52.40742,"Thu"
-1.945258,52.42793,"Wed"
-1.941228,52.47171,"Fri"
-1.893397,52.40497,"Thu"
-1.895106,52.42826,"Fri"
-1.949954,52.43692,"Tue"
-1.932252,52.46892,"Mon"
-1.911319,52.41056,"Fri"
-1.901342,52.46764,"Wed"
-1.935939,52.4646,"Tue"
-1.901196,52.4671,"Mon"
-1.910153,52.40552,"Sun"
-1.924909,52.45884,"Thu"
-1.929988,52.41183,"Tue"
-1.909074,52.42989,"Sat"
-1.967922,52.40591,"Fri"
-2.013047,52.39549,"Mon"
-1.994089,52.39567,"Mon"
-1.927349,52.40742,"Tue"
-1.974382,52.42012,"Sat"
-1.972634,52.39405,"Tue"
-1.914287,52.47187,"Fri"
-1.945953,52.46039,"Tue"
-1.907256,52.45533,"Fri"
-1.968804,52.40708,"Fri"
-1.98011,52.43405,"Thu"
-1.954201,52.45508,"Mon"
-1.94569,52.43539,"Fri"
-1.955827,52.44771,"Mon"
-1.938361,52.41669,"Sat"
-1.930134,52.4121,"Wed"
-1.962926,52.40366,"Wed"
-1.90946,52.45668,"Wed"
-1.935653,52.45858,"Tue"
-1.963952,52.40807,"Thu"
-1.890562,52.42196,"Tue"
-1.984365,52.46579,"Mon"
-1.972917,52.41176,"Sat"
-1.92936,52.43673,"Fri"
-1.898107,52.46602,"Wed"
-1.915374,52.44248,"Sun"
-1.931014,52.4139,"Tue"
-1.906907,52.41154,"Tue"
-1.999527,52.39594,"Wed"
-1.914609,52.45785,"Wed"
-1.948295,52.47189,"Thu"
-1.965723,52.39917,"Fri"
-1.958639,52.43,"Fri"
-1.988339,52.46525,"Mon"
-2.006443,52.45671,"Mon"
-1.998939,52.40466,"Fri"
-1.903403,52.46746,"Wed"
-1.965076,52.47334,"Fri"
-1.968316,52.47217,"Wed"
-1.916174,52.40849,"Mon"
-2.013784,52.40115,"Mon"
-1.976153,52.40735,"Mon"
-1.976153,52.40735,"Mon"
-1.950697,52.42973,"Tue"
-1.964811,52.43711,"Fri"
-1.916075,52.461,"Wed"
-1.954201,52.45508,"Fri"
-1.958478,52.44529,"Fri"
-1.960862,52.41148,"Sat"
-1.911293,52.42368,"Sat"
-1.958465,52.45832,"Thu"
-2.005116,52.43873,"Sat"
-2.002175,52.45249,"Thu"
-1.921149,52.42171,"Sat"
-1.919885,52.47017,"Fri"
-1.953496,52.42596,"Fri"
-1.980102,52.45213,"Wed"
-1.966105,52.47568,"Wed"
-1.910945,52.45038,"Wed"
-1.885321,52.45818,"Sat"
-1.869659,52.42949,"Fri"
-1.993053,52.44152,"Mon"
-1.97012,52.41742,"Tue"
-1.905998,52.42413,"Tue"
-1.938388,52.39718,"Tue"
-1.966714,52.44906,"Tue"
-1.984218,52.46579,"Tue"
-1.886636,52.40478,"Mon"
-1.935653,52.45858,"Thu"
-1.933894,52.45409,"Tue"
-1.975857,52.41185,"Sat"
-1.988339,52.46507,"Sun"
-1.869806,52.4294,"Sun"
-1.997761,52.44233,"Tue"
-1.978039,52.45914,"Wed"
-1.862473,52.42283,"Thu"
-1.892466,52.42529,"Tue"
-1.944758,52.47477,"Thu"
-1.861129,52.4293,"Sun"
-1.882328,52.42159,"Tue"
-1.913944,52.42126,"Sat"
-1.960968,52.45715,"Thu"
-1.983937,52.42902,"Thu"
-1.931372,52.46739,"Thu"
-1.901048,52.46728,"Fri"
-2.003942,52.46256,"Wed"
-1.970551,52.43162,"Thu"
-1.921445,52.42045,"Mon"
-1.99732,52.43442,"Wed"
-1.994089,52.39567,"Wed"
-2.017163,52.39782,"Thu"
-1.940242,52.43935,"Mon"
-1.938205,52.42334,"Thu"
-1.967303,52.44808,"Fri"
-1.971427,52.44214,"Wed"
-1.982162,52.45231,"Tue"
-1.961007,52.41355,"Sat"
-1.922024,52.42603,"Thu"
-1.962485,52.40375,"Sat"
-1.942861,52.4611,"Thu"
-1.911412,52.43753,"Fri"
-1.940745,52.39341,"Wed"
-1.946262,52.44888,"Sat"
-1.929646,52.44159,"Sun"
-1.954201,52.45508,"Thu"
-1.935939,52.4646,"Sat"
-1.979664,52.44448,"Sat"
-1.924078,52.42855,"Sat"
-1.976575,52.44493,"Sun"
-1.901048,52.46737,"Mon"
-1.992465,52.43918,"Tue"
-1.975103,52.44547,"Thu"
-1.906787,52.46845,"Sat"
-1.949467,52.4763,"Fri"
-1.927095,52.47179,"Fri"
-1.975418,52.40771,"Thu"
-1.904354,52.43608,"Wed"
-1.919295,52.4708,"Thu"
-1.930866,52.41426,"Fri"
-1.952121,52.47252,"Thu"
-1.94374,52.46497,"Sat"
-1.932252,52.46892,"Wed"
-1.97658,52.43513,"Mon"
-1.949347,52.45256,"Wed"
-1.930751,52.39412,"Sat"
-1.974068,52.45329,"Wed"
-1.91907,52.43268,"Thu"
-1.780213,52.49337,"Tue"
-1.823718,52.4796,"Wed"
-1.840395,52.46892,"Sat"
-1.859021,52.44449,"Tue"
-1.779832,52.45165,"Tue"
-1.833545,52.48977,"Wed"
-1.821938,52.44651,"Tue"
-1.831923,52.45156,"Sat"
-1.789832,52.48376,"Wed"
-1.860049,52.4916,"Thu"
-1.825725,52.45613,"Wed"
-1.782393,52.46937,"Thu"
-1.830569,52.49768,"Sat"
-1.82738,52.48454,"Sun"
-1.843159,52.47827,"Mon"
-1.851492,52.496,"Fri"
-1.848862,52.48979,"Mon"
-1.859585,52.4987,"Tue"
-1.886083,52.44812,"Sat"
-1.812491,52.48821,"Tue"
-1.837947,52.45417,"Wed"
-1.765173,52.49648,"Thu"
-1.858957,52.46472,"Sun"
-1.835263,52.46343,"Sat"
-1.823762,52.5054,"Fri"
-1.796166,52.48351,"Sat"
-1.815975,52.50026,"Thu"
-1.820896,52.44938,"Fri"
-1.811759,52.48731,"Mon"
-1.805513,52.50087,"Sun"
-1.843159,52.47827,"Tue"
-1.823394,52.48697,"Thu"
-1.823394,52.48697,"Fri"
-1.876495,52.45665,"Tue"
-1.816433,52.46097,"Sat"
-1.829878,52.4859,"Thu"
-1.83388,52.47907,"Sun"
-1.819679,52.49514,"Mon"
-1.772329,52.47987,"Tue"
-1.867383,52.45268,"Thu"
-1.856538,52.439,"Sat"
-1.860459,52.45519,"Fri"
-1.883339,52.42878,"Sat"
-1.856455,52.46454,"Sat"
-1.815038,52.47787,"Fri"
-1.877354,52.46537,"Fri"
-1.846956,52.48727,"Mon"
-1.84512,52.4229,"Wed"
-1.84879,52.4247,"Fri"
-1.873268,52.45287,"Fri"
-1.797078,52.47722,"Thu"
-1.811082,52.50762,"Wed"
-1.825267,52.49758,"Fri"
-1.831013,52.49705,"Wed"
-1.790146,52.47981,"Thu"
-1.828666,52.49471,"Thu"
-1.844521,52.46785,"Sat"
-1.824642,52.46953,"Wed"
-1.852681,52.49267,"Fri"
-1.845787,52.48475,"Mon"
-1.777115,52.46513,"Wed"
-1.876494,52.4571,"Mon"
-1.83207,52.45156,"Fri"
-1.830614,52.4859,"Wed"
-1.831654,52.48347,"Tue"
-1.780174,52.47152,"Thu"
-1.840316,52.49077,"Sun"
-1.82708,52.4484,"Fri"
-1.838112,52.44923,"Mon"
-1.83195,52.48329,"Sat"
-1.777981,52.49786,"Sat"
-1.846402,52.43476,"Sat"
-1.81361,52.46744,"Thu"
-1.807968,52.47858,"Fri"
-1.886103,52.44047,"Thu"
-1.895929,52.45316,"Wed"
-1.851068,52.44691,"Thu"
-1.83638,52.47988,"Sat"
-1.84452,52.4264,"Fri"
-1.809218,52.46177,"Fri"
-1.833758,52.47233,"Thu"
-1.807881,52.46465,"Mon"
-1.877951,52.46249,"Tue"
-1.775646,52.46468,"Sun"
-1.885914,52.45675,"Fri"
-1.823638,52.46278,"Thu"
-1.839345,52.4744,"Fri"
-1.828877,52.44014,"Thu"
-1.834104,52.49777,"Wed"
-1.871778,52.45952,"Sun"
-1.84972,52.49734,"Sun"
-1.809783,52.46735,"Thu"
-1.833572,52.44356,"Sat"
-1.885618,52.45737,"Fri"
-1.851635,52.49734,"Sat"
-1.78102,52.47907,"Wed"
-1.863536,52.4596,"Sun"
-1.874567,52.46213,"Sun"
-1.778948,52.45192,"Tue"
-1.844355,52.43144,"Tue"
-1.812676,52.47931,"Wed"
-1.856005,52.46723,"Mon"
-1.852117,52.48539,"Thu"
-1.836472,52.49472,"Fri"
-1.859547,52.46418,"Tue"
-1.886649,52.45702,"Fri"
-1.901688,52.44453,"Fri"
-1.773852,52.46998,"Wed"
-1.821153,52.45864,"Fri"
-1.830216,52.43645,"Sat"
-1.855154,52.50202,"Thu"
-1.800074,52.46598,"Sun"
-1.851126,52.47343,"Mon"
-1.835858,52.4619,"Sat"
-1.79844,52.50131,"Fri"
-1.850965,52.47747,"Sat"
-1.816394,52.50583,"Fri"
-1.830964,52.43304,"Fri"
-1.876496,52.45629,"Sat"
-1.863369,52.4658,"Sun"
-1.825519,52.43366,"Tue"
-1.786711,52.4594,"Sat"
-1.773357,52.48041,"Tue"
-1.857331,52.46678,"Thu"
-1.852671,52.49573,"Thu"
-1.87772,52.43966,"Mon"
-1.856564,52.47631,"Mon"
-1.840118,52.46415,"Sun"
-1.886506,52.45522,"Tue"
-1.796395,52.46562,"Mon"
-1.835722,52.4984,"Wed"
-1.897252,52.45397,"Wed"
-1.830446,52.45317,"Wed"
-1.828429,52.44202,"Wed"
-1.884877,52.45935,"Tue"
-1.76367,52.47455,"Wed"
-1.823639,52.46251,"Fri"
-1.845087,52.47414,"Wed"
-1.779678,52.48258,"Sun"
-1.88859,52.44587,"Wed"
-1.839112,52.4575,"Tue"
-1.839623,52.47899,"Tue"
-1.897683,52.45846,"Thu"
-1.799008,52.4738,"Tue"
-1.795462,52.50823,"Fri"
-1.818508,52.49343,"Sun"
-1.848057,52.42416,"Mon"
-1.838756,52.43413,"Wed"
-1.800902,52.47812,"Tue"
-1.807671,52.47903,"Thu"
-1.826317,52.49272,"Fri"
-1.766719,52.48264,"Sat"
-1.823689,52.48679,"Thu"
-1.839791,52.43251,"Wed"
-1.869136,52.45691,"Sun"
-1.83464,52.43331,"Sun"
-1.859607,52.49169,"Sun"
-1.82996,52.50289,"Fri"
-1.854383,52.46804,"Sun"
-1.788524,52.48026,"Sat"
-1.864298,52.45088,"Fri"
-1.834318,52.48006,"Sat"
-1.877647,52.466,"Tue"
-1.833203,52.46334,"Mon"
-1.873245,52.46096,"Wed"
-1.860336,52.44746,"Sun"
-1.822099,52.4795,"Wed"
-1.850625,52.49096,"Mon"
-1.818067,52.49325,"Wed"
-1.884738,52.4563,"Wed"
-1.85077,52.44817,"Wed"
-1.851221,52.48889,"Sat"
-1.860923,52.44782,"Thu"
-1.844176,52.44043,"Fri"
-1.810285,52.48748,"Tue"
-1.827348,52.49273,"Fri"
-1.831333,52.45192,"Thu"
-1.838783,52.46703,"Fri"
-1.819186,52.47168,"Mon"
-1.776297,52.48131,"Sun"
-1.849691,52.46246,"Tue"
-1.84157,52.46982,"Wed"
-1.836602,52.49939,"Tue"
-1.830762,52.4859,"Wed"
-1.831856,52.46918,"Wed"
-1.84977,52.48269,"Wed"
-1.868956,52.46806,"Sat"
-1.834452,52.44419,"Thu"
-1.886507,52.45504,"Mon"
-1.831202,52.44787,"Sun"
-1.827988,52.44193,"Thu"
-1.887081,52.4607,"Sat"
-1.781173,52.47799,"Wed"
-1.904666,52.42817,"Fri"
-1.854795,52.47694,"Fri"
-1.850179,52.49222,"Fri"
-1.844125,52.49643,"Tue"
-1.844176,52.44043,"Thu"
-1.806308,52.48766,"Mon"
-1.7635,52.45126,"Mon"
-1.85637,52.49061,"Fri"
-1.880301,52.46438,"Wed"
-1.82302,52.43338,"Tue"
-1.830112,52.50154,"Wed"
-1.892579,52.43922,"Sat"
-1.817107,52.47599,"Sat"
-1.877415,52.44352,"Tue"
-1.827318,52.46279,"Sat"
-1.840599,52.45319,"Thu"
-1.820586,52.48948,"Fri"
-1.859845,52.4631,"Tue"
-1.823812,52.49299,"Wed"
-1.902535,52.46081,"Fri"
-1.799276,52.47956,"Tue"
-1.888295,52.44641,"Wed"
-1.856665,52.49061,"Sat"
-1.854165,52.48944,"Sat"
-1.826033,52.49012,"Wed"
-1.776746,52.47987,"Wed"
-1.850786,52.487,"Thu"
-1.848486,52.47046,"Tue"
-1.859606,52.44557,"Fri"
-1.858704,52.45177,"Wed"
-1.85671,52.47667,"Sun"
-1.846402,52.43485,"Mon"
-1.799276,52.47956,"Fri"
-1.873681,52.46312,"Sun"
-1.831945,52.4458,"Tue"
-1.821121,52.46637,"Thu"
-1.888295,52.44641,"Wed"
-1.841004,52.46335,"Fri"
-1.847662,52.45329,"Sun"
-1.810965,52.5007,"Tue"
-1.798861,52.47371,"Thu"
-1.812198,52.48785,"Tue"
-1.811759,52.48731,"Thu"
-1.85932,52.44296,"Wed"
-1.868219,52.46851,"Sun"
-1.893694,52.46484,"Sat"
-1.793409,52.47469,"Sat"
-1.845686,52.47127,"Thu"
-1.775804,52.49138,"Thu"
-1.802129,52.50006,"Fri"
-1.876634,52.45952,"Fri"
-1.854972,52.46777,"Wed"
-1.856246,52.48342,"Mon"
-1.83412,52.45444,"Wed"
-1.895673,52.49946,"Sun"
-1.938555,52.48861,"Thu"
-1.910473,52.53804,"Wed"
-1.929783,52.54057,"Wed"
-1.915755,52.47439,"Wed"
-1.856404,52.48009,"Fri"
-1.858957,52.46472,"Fri"
-1.897517,52.46665,"Mon"
-1.902474,52.48805,"Tue"
-1.891527,52.508,"Thu"
-1.901471,52.54181,"Wed"
-1.895836,52.49272,"Fri"
-1.91528,52.49183,"Thu"
-1.900139,52.54396,"Thu"
-1.892732,52.55762,"Thu"
-1.93576,52.48663,"Fri"
-1.913495,52.50073,"Sat"
-1.895542,52.49236,"Wed"
-1.946957,52.48268,"Thu"
-1.893987,52.46538,"Sun"
-1.892653,52.52966,"Fri"
-1.89368,52.47051,"Sat"
-1.889356,52.49262,"Fri"
-1.893947,52.48193,"Sat"
-1.855395,52.47361,"Sat"
-1.903608,52.50845,"Wed"
-1.875566,52.47292,"Fri"
-1.90294,52.47708,"Sun"
-1.887221,52.46349,"Thu"
-1.917967,52.47251,"Thu"
-1.883806,52.47463,"Sun"
-1.932937,52.50299,"Thu"
-1.918059,52.50226,"Wed"
-1.885838,52.48587,"Sat"
-1.871501,52.50411,"Sun"
-1.894901,52.51438,"Sat"
-1.899556,52.47627,"Wed"
-1.897221,52.46728,"Wed"
-1.922013,52.51512,"Fri"
-1.903812,52.48238,"Tue"
-1.884779,52.55312,"Thu"
-1.919122,52.48482,"Tue"
-1.874542,52.47085,"Sat"
-1.905377,52.50819,"Sat"
-1.949576,52.50992,"Sun"
-1.939873,52.49401,"Wed"
-1.943394,52.5048,"Thu"
-1.888214,52.47832,"Mon"
-1.874242,52.47283,"Thu"
-1.898527,52.47555,"Mon"
-1.920594,52.48509,"Fri"
-1.862619,52.47048,"Mon"
-1.903812,52.48238,"Tue"
-1.923244,52.48573,"Thu"
-1.926686,52.54093,"Wed"
-1.8942,52.49955,"Tue"
-1.901048,52.46728,"Wed"
-1.869085,52.47426,"Wed"
-1.891084,52.50862,"Sat"
-1.893394,52.46718,"Wed"
-1.872257,52.49746,"Thu"
-1.939903,52.4718,"Sat"
-1.873947,52.47292,"Tue"
-1.891821,52.50818,"Wed"
-1.90294,52.54388,"Wed"
-1.926872,52.51764,"Thu"
-1.883442,52.55689,"Fri"
-1.92892,52.52717,"Sat"
-1.914578,52.47385,"Fri"
-1.887564,52.50215,"Sun"
-1.915427,52.49174,"Sun"
-1.906777,52.47286,"Wed"
-1.881064,52.50897,"Sat"
-1.940904,52.49392,"Fri"
-1.875714,52.47274,"Thu"
-1.892037,52.48022,"Sun"
-1.922922,52.5011,"Thu"
-1.937085,52.48654,"Fri"
-1.901489,52.46746,"Fri"
-1.821915,52.45208,"Sun"
-1.897591,52.49829,"Thu"
-1.891394,52.50224,"Sat"
-1.842422,52.47836,"Mon"
-1.930468,52.48016,"Fri"
-1.923837,52.48312,"Sat"
-1.870853,52.4739,"Tue"
-1.911904,52.48572,"Tue"
-1.881716,52.48533,"Mon"
-1.881951,52.50754,"Mon"
-1.910993,52.49965,"Wed"
-1.916639,52.47376,"Wed"
-1.885535,52.48911,"Thu"
-1.905572,52.4858,"Sat"
-1.949606,52.48331,"Fri"
-1.860982,52.47605,"Tue"
-1.900438,52.47699,"Thu"
-1.895682,52.49577,"Fri"
-1.894563,52.47069,"Fri"
-1.918795,52.50217,"Wed"
-1.85732,52.4702,"Fri"
-1.91164,52.47088,"Tue"
-1.89759,52.49838,"Fri"
-1.94062,52.48636,"Wed"
-1.90355,52.53507,"Mon"
-1.921186,52.48357,"Sun"
-1.91062,52.53822,"Sat"
-1.855154,52.50211,"Mon"
-1.898378,52.54001,"Thu"
-1.935291,52.50479,"Thu"
-1.90573,52.54954,"Thu"
-1.938227,52.5127,"Sat"
-1.895968,52.49937,"Sat"
-1.88921,52.49208,"Sat"
-1.849768,52.48314,"Tue"
-1.89138,52.50809,"Wed"
-1.895968,52.49937,"Mon"
-1.879257,52.46942,"Tue"
-1.888162,52.49873,"Tue"
-1.888162,52.49873,"Sat"
-1.933502,52.5189,"Sat"
-1.859362,52.47623,"Thu"
-1.90681,52.52698,"Sun"
-1.896188,52.53101,"Fri"
-1.892783,52.47617,"Fri"
-1.941485,52.50048,"Fri"
-1.893217,52.47941,"Tue"
-1.93208,52.48546,"Sat"
-1.868992,52.50554,"Thu"
-1.918236,52.48617,"Fri"
-1.875566,52.47301,"Sun"
-1.94089,52.50443,"Sat"
-1.904698,52.48149,"Sat"
-1.896176,52.47339,"Sat"
-1.895975,52.49631,"Tue"
-1.905715,52.48751,"Wed"
-1.938227,52.51216,"Mon"
-1.930616,52.48016,"Wed"
-1.918949,52.49849,"Mon"
-1.900079,52.50504,"Mon"
-1.921942,52.47206,"Tue"
-1.903305,52.51241,"Wed"
-1.88705,52.47266,"Sun"
-1.892954,52.46655,"Wed"
-1.899116,52.47546,"Tue"
-1.890118,52.48228,"Sat"
-1.88447,52.5586,"Sun"
-1.927349,52.49679,"Thu"
-1.936009,52.51783,"Tue"
-1.890879,52.47221,"Fri"
-1.895235,52.49757,"Fri"
-1.877938,52.52048,"Fri"
-1.892751,52.5498,"Sat"
-1.906337,52.47241,"Sat"
-1.888868,52.51096,"Wed"
-1.947227,52.50282,"Sun"
-1.888214,52.47832,"Mon"
-1.887707,52.50377,"Sat"
-1.874198,52.48802,"Fri"
-1.935612,52.48663,"Fri"
-1.933992,52.48672,"Fri"
-1.889251,52.47572,"Thu"
-1.946814,52.47908,"Sat"
-1.915758,52.47268,"Sat"
-1.941062,52.48636,"Sun"
-1.878038,52.48434,"Mon"
-1.936347,52.48753,"Fri"
-1.892634,52.47698,"Wed"
-1.920526,52.52258,"Sun"
-1.893072,52.47842,"Fri"
-1.895441,52.47294,"Mon"
-1.92779,52.49715,"Wed"
-1.927796,52.49328,"Wed"
-1.888579,52.50844,"Tue"
-1.895975,52.49631,"Sat"
-1.890584,52.47266,"Sat"
-1.917818,52.47313,"Thu"
-1.896176,52.47348,"Thu"
-1.895821,52.4991,"Thu"
-1.887714,52.50107,"Sat"
-1.902327,52.48796,"Fri"
-1.939438,52.48897,"Fri"
-1.906301,52.4894,"Thu"
-1.897915,52.48535,"Thu"
-1.921304,52.49993,"Tue"
-1.920448,52.48437,"Wed"
-1.895837,52.49236,"Sat"
-1.906861,52.50288,"Sat"
-1.934099,52.5136,"Fri"
-1.89756,52.5116,"Sun"
-1.940589,52.50938,"Thu"
-1.895837,52.49227,"Sat"
-1.879248,52.47256,"Sun"
-1.899859,52.47258,"Tue"
-1.882891,52.4865,"Thu"
-1.912027,52.49785,"Sat"
-1.865624,52.49862,"Tue"
-2.024413,52.48548,"Fri"
-1.855139,52.50679,"Thu"
-1.935811,52.55271,"Wed"
-1.998197,52.56513,"Sat"
-1.870897,52.50914,"Tue"
-1.829064,52.50594,"Thu"
-2.014433,52.58913,"Fri"
-1.712654,52.4409,"Sun"
-1.989198,52.56342,"Wed"
-1.968409,52.54805,"Thu"
-1.88191,52.523,"Sat"
-2.001294,52.50463,"Sat"
-1.987886,52.50625,"Sat"
-1.872343,52.51841,"Thu"
-1.778831,52.3871,"Wed"
-1.85764,52.50778,"Sat"
-2.014579,52.58284,"Sat"
-1.910323,52.53921,"Thu"
-1.855862,52.51074,"Wed"
-1.928436,52.5527,"Fri"
-1.475489,52.45465,"Fri"
-2.005279,52.56729,"Fri"
-1.931681,52.55262,"Tue"
-1.871486,52.50896,"Tue"
-1.708625,52.44961,"Sat"
-1.968119,52.54077,"Wed"
-1.912237,52.54056,"Fri"
-1.975508,52.51074,"Fri"
-1.871313,52.51777,"Thu"
-1.880485,52.50493,"Tue"
-1.759184,52.51418,"Thu"
-1.975483,52.55596,"Mon"
-1.738746,52.40716,"Fri"
-2.013692,52.57754,"Mon"
-2.011476,52.57061,"Mon"
-2.012953,52.57394,"Sat"
-2.008968,52.56855,"Tue"
-1.862939,52.50958,"Wed"
-1.982561,52.56073,"Sat"
-1.941712,52.55109,"Thu"
-2.001294,52.50463,"Sat"
-1.824937,52.5063,"Sun"
-1.751105,52.40521,"Sat"
-1.865585,52.51156,"Fri"
-1.99864,52.56522,"Thu"
-1.946138,52.55047,"Fri"
-1.970188,52.53411,"Wed"
-2.013987,52.57943,"Fri"
-1.772786,52.39113,"Mon"
-2.028769,52.61556,"Thu"
-1.719374,52.42527,"Mon"
-2.01473,52.59192,"Wed"
-1.780157,52.38638,"Wed"
-1.970786,52.52108,"Thu"
-2.007935,52.56819,"Fri"
-1.840707,52.50479,"Sat"
-1.789764,52.37453,"Tue"
-1.860286,52.50985,"Sat"
-1.880338,52.50502,"Tue"
-1.937139,52.55217,"Mon"
-1.852342,52.50597,"Wed"
-1.860138,52.50985,"Mon"
-2.165536,53.04067,"Sat"
-1.635167,52.7983,"Sun"
-2.267611,52.93927,"Sun"
-1.922994,52.74597,"Tue"
-1.780095,52.82033,"Fri"
-1.780033,52.70911,"Fri"
-1.702234,52.62465,"Sat"
-2.129432,52.83276,"Fri"
-2.153391,52.97642,"Fri"
-1.665335,52.80604,"Sun"
-2.223286,53.01487,"Wed"
-2.175808,53.02134,"Wed"
-2.106383,52.97377,"Sat"
-2.202997,53.03654,"Sat"
-1.995088,52.66565,"Mon"
-1.702574,52.629,"Tue"
-2.088954,52.97081,"Tue"
-2.167447,52.67868,"Mon"
-2.19904,52.99007,"Tue"
-2.20741,53.027,"Thu"
-2.270109,52.94137,"Wed"
-1.833013,52.64964,"Wed"
-2.210512,53.00562,"Thu"
-2.173321,53.05175,"Fri"
-2.021339,52.67515,"Wed"
-1.632813,52.78375,"Sat"
-1.766063,53.00967,"Thu"
-2.200026,53.05197,"Sat"
-2.020051,52.67297,"Sat"
-2.086477,52.64702,"Sun"
-2.170897,53.05385,"Fri"
-2.203551,52.98638,"Mon"
-2.180849,53.02195,"Thu"
-1.636548,52.7981,"Tue"
-2.196433,52.91462,"Sat"
-1.841182,52.95616,"Tue"
-1.643817,52.79427,"Tue"
-2.194839,52.50182,"Mon"
-1.823128,52.67428,"Tue"
-2.156623,52.99714,"Tue"
-2.080785,52.68598,"Thu"
-2.217399,53.03864,"Wed"
-1.647822,52.60669,"Mon"
-1.643665,52.82374,"Sat"
-1.611185,52.83808,"Fri"
-1.774939,52.70385,"Thu"
-2.137644,52.84342,"Sat"
-2.142735,52.98759,"Fri"
-2.244393,52.98851,"Sun"
-2.207549,53.02796,"Sat"
-2.209418,53.04438,"Sat"
-2.175013,53.00185,"Tue"
-1.628307,52.78179,"Tue"
-2.020824,53.08374,"Tue"
-1.719038,52.82857,"Wed"
-1.701899,52.76302,"Thu"
-2.163357,52.90995,"Tue"
-2.143496,53.03742,"Wed"
-2.086896,52.68682,"Fri"
-2.250839,53.06229,"Thu"
-1.881908,52.77606,"Mon"
-1.63867,52.8033,"Sat"
-2.236964,52.52786,"Fri"
-1.669402,52.79985,"Fri"
-2.100062,52.99,"Thu"
-2.031547,52.65875,"Fri"
-2.224111,53.01004,"Sat"
-2.218992,53.0381,"Tue"
-2.218903,53.0323,"Sun"
-2.077484,52.91027,"Thu"
-2.189867,53.05884,"Tue"
-2.144237,52.97806,"Fri"
-2.212865,53.02053,"Fri"
-2.080903,52.79006,"Thu"
-2.158707,53.04931,"Fri"
