"Longitude","Latitude","Day_of_Week"
-0.095667,51.451073,"Thu"
-0.093133,51.473874,"Wed"
-0.064498,51.490401,"Sat"
-0.089115,51.473538,"Wed"
-0.06123,51.468944,"Mon"
-0.076225,51.423957,"Thu"
-0.057463,51.479673,"Sun"
-0.101663,51.452249,"Wed"
-0.092974,51.474231,"Thu"
-0.075127,51.474029,"Sun"
-0.074737,51.473033,"Sun"
-0.077538,51.502306,"Thu"
-0.058451,51.480139,"Thu"
-0.094453,51.494039,"Sun"
-0.095509,51.499811,"Sun"
-0.089733,51.486318,"Sun"
-0.083284,51.492418,"Mon"
-0.083705,51.496112,"Mon"
-0.065983,51.465515,"Mon"
-0.100882,51.481463,"Sat"
-0.052257,51.50045,"Tue"
-0.092778,51.440954,"Fri"
-0.09346,51.459131,"Sat"
-0.087917,51.505623,"Wed"
-0.08833,51.506079,"Thu"
-0.070468,51.485463,"Wed"
-0.053942,51.467654,"Sat"
-0.097594,51.494719,"Thu"
-0.093699,51.484494,"Mon"
-0.103971,51.490326,"Wed"
-0.055867,51.473172,"Sun"
-0.049656,51.453374,"Thu"
-0.098824,51.492851,"Sun"
-0.081049,51.473586,"Wed"
-0.06105,51.476585,"Wed"
-0.065572,51.478638,"Tue"
-0.093178,51.472795,"Wed"
-0.054584,51.47288,"Mon"
-0.094362,51.485854,"Tue"
-0.049636,51.497708,"Wed"
-0.072415,51.473445,"Thu"
-0.093638,51.47559,"Sat"
-0.078101,51.488916,"Fri"
-0.067924,51.443425,"Fri"
-0.104771,51.5023,"Wed"
-0.065467,51.494733,"Sat"
-0.076662,51.447795,"Thu"
-0.096835,51.499114,"Sat"
-0.064466,51.497954,"Sat"
-0.094226,51.478747,"Wed"
-0.094276,51.470655,"Wed"
-0.100795,51.493962,"Thu"
-0.073415,51.473641,"Fri"
-0.089064,51.467872,"Mon"
-0.091861,51.493997,"Thu"
-0.094406,51.474434,"Wed"
-0.064942,51.483304,"Fri"
-0.102169,51.492096,"Wed"
-0.064104,51.469081,"Sat"
-0.097804,51.475838,"Sat"
-0.101152,51.495766,"Wed"
-0.076414,51.47423,"Mon"
-0.085153,51.468438,"Tue"
-0.063204,51.463131,"Tue"
-0.051507,51.490995,"Fri"
-0.095963,51.475089,"Sat"
-0.064569,51.492111,"Tue"
-0.084187,51.498368,"Sat"
-0.084059,51.504841,"Mon"
-0.105932,51.4882,"Fri"
-0.065446,51.485021,"Sat"
-0.074218,51.481928,"Sat"
-0.073555,51.473733,"Thu"
-0.079742,51.497846,"Thu"
-0.088449,51.496369,"Wed"
-0.104715,51.503648,"Thu"
-0.090506,51.464388,"Fri"
-0.053925,51.481593,"Mon"
-0.102169,51.492096,"Sat"
-0.057691,51.48786,"Wed"
-0.085611,51.481575,"Sun"
-0.090111,51.473824,"Tue"
-0.058162,51.473389,"Fri"
-0.069859,51.472593,"Tue"
-0.090527,51.491457,"Fri"
-0.099925,51.476772,"Sat"
-0.093434,51.504634,"Thu"
-0.066345,51.497805,"Sat"
-0.075232,51.457844,"Sat"
-0.057036,51.465997,"Sun"
-0.07529,51.487251,"Sat"
-0.058812,51.49876,"Tue"
-0.097454,51.494627,"Wed"
-0.102273,51.489579,"Mon"
-0.096835,51.499114,"Wed"
-0.080953,51.462164,"Wed"
-0.068329,51.478144,"Fri"
-0.097858,51.491846,"Wed"
-0.081204,51.490495,"Thu"
-0.093122,51.474143,"Tue"
-0.073589,51.486594,"Thu"
-0.075127,51.474029,"Thu"
-0.078809,51.489197,"Wed"
-0.078249,51.488828,"Mon"
-0.078159,51.501237,"Mon"
-0.061004,51.48108,"Sat"
-0.081955,51.496623,"Wed"
-0.07966,51.50324,"Wed"
-0.060015,51.480614,"Sun"
-0.104429,51.50706,"Sat"
-0.072881,51.499981,"Sun"
-0.055653,51.498528,"Fri"
-0.100496,51.494227,"Sat"
-0.080172,51.453338,"Thu"
-0.099024,51.505354,"Sun"
-0.058525,51.498755,"Fri"
-0.060582,51.4978,"Sun"
-0.0717,51.473343,"Thu"
-0.094424,51.480909,"Sat"
-0.099602,51.494932,"Thu"
-0.101333,51.49487,"Thu"
-0.10467,51.504726,"Fri"
-0.056971,51.487848,"Thu"
-0.084327,51.49846,"Fri"
-0.067455,51.468147,"Tue"
-0.085132,51.48957,"Tue"
-0.10044,51.495575,"Tue"
-0.082247,51.496538,"Wed"
-0.08356,51.492692,"Wed"
-0.090399,51.473829,"Sat"
-0.099314,51.494927,"Fri"
-0.064322,51.497952,"Fri"
-0.096925,51.490032,"Wed"
-0.074701,51.426,"Tue"
-0.062537,51.482275,"Sat"
-0.092558,51.473864,"Fri"
-0.069629,51.467823,"Sat"
-0.047166,51.491462,"Wed"
-0.072995,51.449443,"Thu"
-0.078109,51.488736,"Sat"
-0.060723,51.480896,"Thu"
-0.094286,51.453119,"Sat"
-0.085602,51.478337,"Mon"
-0.037441,51.506588,"Sat"
-0.059731,51.48052,"Sun"
-0.080797,51.503618,"Thu"
-0.088573,51.483062,"Fri"
-0.057062,51.489109,"Sat"
-0.045486,51.493682,"Tue"
-0.103611,51.47818,"Sat"
-0.066657,51.463188,"Wed"
-0.057446,51.473288,"Wed"
-0.056593,51.466259,"Wed"
-0.085539,51.428246,"Mon"
-0.0653,51.491853,"Sun"
-0.068538,51.469784,"Wed"
-0.094771,51.4864,"Sat"
-0.104717,51.507065,"Sun"
-0.081663,51.496708,"Wed"
-0.075423,51.487523,"Fri"
-0.053514,51.484464,"Sat"
-0.0753,51.459643,"Tue"
-0.08833,51.506079,"Thu"
-0.069083,51.470512,"Sat"
-0.08532,51.498836,"Thu"
-0.084359,51.473641,"Sat"
-0.078645,51.475975,"Sun"
-0.099743,51.44997,"Sun"
-0.086964,51.473323,"Tue"
-0.056471,51.479297,"Sat"
-0.06403,51.498037,"Mon"
-0.101062,51.452869,"Fri"
-0.037437,51.483206,"Wed"
0.014927,51.445807,"Sat"
-0.031137,51.475637,"Wed"
-0.047542,51.442188,"Tue"
0.021024,51.427446,"Sun"
-0.00443,51.454052,"Wed"
-0.059126,51.440492,"Sun"
-0.05913,51.440402,"Mon"
-0.047828,51.479333,"Sun"
0.02125,51.432568,"Fri"
0.001812,51.458532,"Sun"
-0.003211,51.458887,"Sat"
-0.052786,51.477887,"Mon"
-0.02171,51.470532,"Sat"
-0.010458,51.461079,"Wed"
-0.035061,51.474803,"Fri"
-0.017142,51.449681,"Fri"
-0.017181,51.448782,"Tue"
-0.019847,51.457011,"Wed"
-0.042723,51.484194,"Fri"
-0.017465,51.448877,"Thu"
0.018553,51.436661,"Fri"
-0.014405,51.456379,"Mon"
-0.031713,51.475646,"Sat"
-0.046237,51.479486,"Fri"
-0.039534,51.427575,"Sat"
-0.014696,51.456294,"Wed"
-0.008985,51.441989,"Tue"
-0.048494,51.473858,"Sat"
-0.036278,51.486694,"Tue"
-0.016084,51.45416,"Sun"
-0.053855,51.439235,"Sat"
-0.047072,51.449824,"Tue"
0.013941,51.426669,"Sat"
-0.027135,51.47494,"Fri"
0.021211,51.428432,"Sat"
-0.047627,51.473934,"Thu"
-0.038952,51.431073,"Sun"
-0.024278,51.444406,"Fri"
-0.016545,51.426919,"Tue"
-0.049249,51.425759,"Sat"
-0.051366,51.477413,"Sat"
0.004541,51.445265,"Fri"
-0.024129,51.474529,"Mon"
-0.004463,51.459898,"Sun"
-0.031096,51.48328,"Tue"
-0.042649,51.442196,"Tue"
-0.027004,51.427905,"Fri"
-0.036839,51.487063,"Sun"
-0.039273,51.463902,"Wed"
-0.033949,51.473885,"Fri"
-0.028227,51.469652,"Wed"
-0.028083,51.46965,"Wed"
-0.014609,51.464926,"Tue"
-0.022,51.433846,"Thu"
-0.018394,51.447364,"Wed"
-0.013162,51.445207,"Fri"
0.003887,51.443478,"Fri"
-0.050679,51.425963,"Sat"
-0.046489,51.470228,"Thu"
0.011351,51.446318,"Wed"
-0.031856,51.425468,"Sun"
-0.036474,51.465384,"Sat"
-0.033961,51.476943,"Thu"
-0.017002,51.449589,"Wed"
-0.013446,51.445302,"Fri"
-0.073014,51.431908,"Fri"
0.013366,51.426678,"Mon"
-0.032895,51.474947,"Thu"
-0.014012,51.428944,"Wed"
-0.014552,51.456292,"Fri"
-0.048118,51.475921,"Sat"
-0.031306,51.465028,"Sun"
-0.016963,51.450487,"Wed"
-6.2e-05,51.458474,"Wed"
-0.025268,51.468164,"Fri"
-0.003192,51.449444,"Tue"
-0.019607,51.445946,"Sat"
-0.008968,51.462222,"Thu"
-0.01097,51.465854,"Tue"
-0.026419,51.474838,"Thu"
-0.036278,51.486694,"Mon"
-0.006558,51.461372,"Sun"
-0.036027,51.442265,"Tue"
0.013742,51.425413,"Thu"
-0.015061,51.464484,"Fri"
-0.001209,51.458583,"Wed"
-0.056928,51.427865,"Thu"
-0.028279,51.475139,"Wed"
-0.018195,51.465256,"Fri"
-0.01694,51.451026,"Tue"
-0.031856,51.425468,"Tue"
-0.073831,51.426166,"Wed"
0.004554,51.42584,"Mon"
-0.03783,51.453896,"Tue"
-0.011157,51.444993,"Sat"
-0.043726,51.474229,"Wed"
-0.014012,51.428944,"Tue"
-0.004293,51.424193,"Sun"
-0.016753,51.452013,"Fri"
-0.017329,51.448695,"Mon"
-0.011637,51.457142,"Tue"
1.8e-05,51.447141,"Tue"
-0.024131,51.444493,"Fri"
-0.022799,51.471989,"Thu"
-0.030702,51.442266,"Fri"
-0.046666,51.425626,"Sun"
-0.011756,51.464338,"Sat"
-0.030036,51.471122,"Mon"
-0.008397,51.462123,"Wed"
0.010632,51.44633,"Sun"
-0.026424,51.481403,"Fri"
-0.023956,51.455192,"Tue"
-0.031584,51.45523,"Sat"
-0.038496,51.47531,"Sun"
-0.012884,51.458242,"Tue"
-0.016967,51.450397,"Thu"
0.004246,51.44509,"Fri"
-0.015963,51.427089,"Fri"
-0.042801,51.475652,"Wed"
-0.028135,51.475136,"Sat"
-0.014548,51.456382,"Mon"
-0.022809,51.448428,"Sat"
-0.033953,51.473795,"Fri"
-0.012195,51.464166,"Thu"
-0.016909,51.451745,"Fri"
-0.01673,51.452552,"Tue"
-0.037682,51.430512,"Tue"
-0.007474,51.466783,"Thu"
-0.036187,51.468707,"Sun"
0.021155,51.430411,"Sun"
-0.017333,51.448605,"Thu"
-0.002107,51.421547,"Wed"
-0.026416,51.474928,"Sun"
-0.019203,51.438654,"Sat"
0.011357,51.426803,"Sat"
0.013314,51.42551,"Sat"
0.013378,51.426948,"Wed"
-0.032137,51.475833,"Mon"
-0.036187,51.468707,"Wed"
0.021486,51.431395,"Fri"
-0.023177,51.426581,"Wed"
0.019581,51.430618,"Tue"
-0.01137,51.46658,"Sat"
0.021155,51.430411,"Sat"
-0.044806,51.442232,"Tue"
-0.012199,51.464076,"Fri"
-0.018398,51.447274,"Wed"
0.009906,51.459292,"Fri"
-0.016905,51.451835,"Thu"
0.020862,51.433564,"Thu"
-0.034878,51.485771,"Mon"
-0.018856,51.446652,"Fri"
-0.002377,51.445024,"Wed"
-0.051969,51.426074,"Sat"
-0.023137,51.467498,"Thu"
0.016201,51.455137,"Wed"
0.007089,51.467254,"Wed"
-0.034505,51.474344,"Fri"
-0.025045,51.456649,"Sat"
-0.037612,51.442202,"Wed"
-0.013343,51.45762,"Sat"
-0.01935,51.438567,"Sat"
0.005991,51.45864,"Thu"
-0.016777,51.451473,"Wed"
-0.020077,51.445054,"Thu"
-0.058168,51.429145,"Wed"
0.007714,51.422459,"Sun"
0.031689,51.431128,"Sat"
-0.013195,51.457708,"Sun"
-0.041041,51.479759,"Fri"
-0.037815,51.454256,"Tue"
-0.034299,51.47578,"Sat"
-0.024552,51.468062,"Sat"
-0.030557,51.452335,"Sun"
-0.016959,51.450577,"Thu"
0.025807,51.4315,"Sat"
-0.016316,51.465405,"Thu"
-0.003351,51.458979,"Fri"
-1.8e-05,51.462789,"Wed"
-0.04188,51.426535,"Wed"
-0.032696,51.472875,"Sat"
-0.047237,51.425726,"Thu"
-0.052081,51.470771,"Wed"
-0.021794,51.431954,"Sat"
0.011551,51.454138,"Sat"
-0.01455,51.443072,"Wed"
-0.013195,51.457708,"Mon"
-0.018849,51.446832,"Tue"
-0.005605,51.450205,"Thu"
-0.001083,51.445002,"Wed"
-0.036874,51.486254,"Wed"
-0.059553,51.430427,"Fri"
0.004393,51.445178,"Thu"
-0.042624,51.446152,"Tue"
-0.020088,51.444785,"Thu"
-0.038652,51.42801,"Thu"
-0.045633,51.476778,"Wed"
-0.051093,51.439909,"Sat"
-0.017978,51.44367,"Sat"
-0.032765,51.454531,"Sat"
-0.032466,51.441396,"Mon"
-0.017691,51.433683,"Thu"
-0.028643,51.470019,"Thu"
-0.05027,51.442323,"Wed"
-0.036326,51.465472,"Thu"
-0.012907,51.464358,"Wed"
-0.041222,51.448647,"Wed"
-0.057171,51.425531,"Thu"
-0.023137,51.467498,"Mon"
-0.050801,51.439994,"Sun"
-0.024967,51.411773,"Tue"
0.037573,51.388759,"Sat"
-0.002467,51.370383,"Tue"
-0.051774,51.413751,"Fri"
-0.06123,51.407792,"Sun"
0.017965,51.406995,"Sat"
0.017219,51.41618,"Wed"
-0.015871,51.409281,"Sat"
0.098442,51.374554,"Sat"
0.111478,51.364338,"Thu"
-0.0484,51.415313,"Tue"
0.109111,51.387853,"Mon"
-0.068585,51.403867,"Sun"
0.040623,51.441135,"Wed"
0.014757,51.396168,"Thu"
-0.013824,51.380199,"Wed"
0.054212,51.365536,"Thu"
0.039486,51.367142,"Wed"
-0.064308,51.406404,"Wed"
0.051664,51.36639,"Wed"
0.088563,51.35009,"Mon"
0.105403,51.357163,"Thu"
0.049849,51.428654,"Sat"
-0.018749,51.379293,"Mon"
-0.063322,51.422935,"Sat"
0.036086,51.439416,"Tue"
-0.05399,51.415766,"Tue"
0.042919,51.389385,"Wed"
0.015434,51.408297,"Thu"
0.045888,51.426924,"Tue"
0.097527,51.373402,"Wed"
0.016946,51.400177,"Fri"
0.011401,51.404859,"Tue"
-0.079008,51.419326,"Thu"
0.099235,51.344773,"Tue"
0.122777,51.391203,"Sat"
0.04515,51.413628,"Mon"
0.064194,51.360684,"Thu"
0.098946,51.373017,"Thu"
-0.06807,51.412671,"Tue"
-0.041331,51.399008,"Sun"
-0.05177,51.41384,"Sat"
-0.045518,51.415445,"Wed"
-0.067407,51.424981,"Fri"
0.097605,51.381404,"Sat"
0.033278,51.311313,"Thu"
0.021855,51.397395,"Fri"
0.12454,51.395128,"Sun"
0.024847,51.367486,"Wed"
0.094241,51.402149,"Thu"
0.069733,51.416613,"Sat"
0.107008,51.395265,"Mon"
0.122826,51.376723,"Thu"
-0.002314,51.406892,"Tue"
-0.036817,51.413771,"Wed"
0.044548,51.435581,"Thu"
0.112678,51.409102,"Thu"
0.11137,51.402561,"Tue"
0.039,51.369129,"Wed"
-0.034521,51.376771,"Wed"
0.098893,51.374996,"Thu"
-0.03222,51.406949,"Sun"
-0.006481,51.406963,"Sat"
-0.038915,51.398338,"Fri"
-0.006653,51.403009,"Tue"
0.009504,51.378003,"Mon"
0.090708,51.39088,"Fri"
0.016703,51.407736,"Tue"
0.085732,51.357335,"Wed"
0.045147,51.43611,"Fri"
-0.027312,51.410733,"Fri"
-0.018163,51.376226,"Thu"
-0.006154,51.368198,"Tue"
0.099607,51.381188,"Thu"
-0.058664,51.417462,"Sun"
-0.035063,51.407716,"Mon"
0.088407,51.349823,"Fri"
0.029618,51.312905,"Mon"
-0.047965,51.415396,"Wed"
0.015798,51.406762,"Fri"
-0.035092,51.413742,"Wed"
-0.034138,51.415884,"Wed"
-0.041539,51.421044,"Tue"
0.09758,51.365127,"Sat"
-0.026683,51.411982,"Tue"
0.03085,51.392743,"Sat"
0.029414,51.360303,"Wed"
-0.033349,51.414162,"Fri"
0.017797,51.419498,"Tue"
-0.022575,51.377199,"Wed"
-0.013684,51.380107,"Sat"
0.029457,51.396994,"Wed"
-0.044068,51.398874,"Thu"
0.01021,51.377721,"Sat"
-0.039777,51.405097,"Tue"
0.136517,51.346706,"Fri"
0.030381,51.408129,"Sun"
-0.02757,51.39473,"Fri"
0.082133,51.369809,"Tue"
0.013527,51.397628,"Sun"
0.120671,51.395378,"Sat"
-0.066521,51.405092,"Mon"
0.006275,51.363309,"Tue"
0.018406,51.400692,"Wed"
0.011722,51.4089,"Fri"
0.101039,51.377925,"Fri"
-0.068346,51.412946,"Mon"
0.044181,51.375784,"Wed"
-0.0736,51.417978,"Wed"
0.078165,51.361516,"Sat"
0.112441,51.413333,"Sat"
-0.066521,51.405092,"Mon"
-0.056522,51.410322,"Mon"
0.046664,51.367017,"Sat"
0.027878,51.410061,"Tue"
0.032242,51.391729,"Thu"
0.143162,51.396767,"Fri"
-0.033412,51.40598,"Sat"
-0.025111,51.415103,"Tue"
0.028672,51.320746,"Fri"
0.000834,51.413134,"Thu"
0.042463,51.379141,"Tue"
0.042478,51.405311,"Thu"
0.075677,51.389079,"Thu"
0.026963,51.395868,"Fri"
0.106256,51.356967,"Mon"
-0.039056,51.408502,"Tue"
0.085884,51.357512,"Mon"
0.028729,51.406539,"Fri"
0.034461,51.389892,"Wed"
-0.074458,51.418082,"Sat"
0.072419,51.371061,"Tue"
0.099814,51.354295,"Wed"
0.044371,51.38972,"Sun"
-0.054281,51.415681,"Sat"
0.097359,51.372865,"Sat"
0.004576,51.393465,"Sat"
0.111618,51.364245,"Tue"
-0.046154,51.414017,"Sat"
-0.002566,51.364809,"Tue"
-0.035921,51.40782,"Thu"
0.136242,51.346981,"Fri"
-0.035679,51.393338,"Fri"
0.069733,51.416613,"Sun"
-0.02419,51.413109,"Sun"
0.111888,51.395087,"Tue"
0.076187,51.374951,"Fri"
0.038912,51.367152,"Thu"
0.097018,51.371702,"Fri"
0.069569,51.416167,"Sun"
-0.043577,51.417121,"Wed"
0.09601,51.390516,"Fri"
-0.005273,51.368633,"Wed"
0.087112,51.349756,"Thu"
0.028258,51.321113,"Sat"
0.107256,51.356859,"Tue"
-0.013059,51.457526,"Fri"
0.033195,51.406731,"Fri"
0.022581,51.371482,"Sat"
0.098589,51.374642,"Tue"
0.080349,51.381172,"Fri"
0.112938,51.402263,"Sat"
-0.019413,51.403855,"Fri"
0.070719,51.416146,"Fri"
-0.066675,51.411659,"Sun"
-0.061492,51.418588,"Thu"
0.0328,51.316717,"Sat"
0.046361,51.418193,"Wed"
0.094114,51.418249,"Mon"
0.113031,51.401182,"Sat"
0.012966,51.378303,"Fri"
0.055864,51.367126,"Sun"
0.022312,51.365372,"Fri"
0.026001,51.315486,"Fri"
0.04515,51.429725,"Wed"
0.102241,51.379073,"Thu"
0.10504,51.399347,"Fri"
0.03211,51.353061,"Fri"
-0.008405,51.399082,"Tue"
-0.027818,51.415688,"Mon"
0.054998,51.367051,"Thu"
0.04249,51.347485,"Fri"
-0.283203,51.608191,"Thu"
-0.311597,51.617506,"Sat"
-0.3699,51.562577,"Tue"
-0.343442,51.587925,"Tue"
-0.335277,51.594104,"Thu"
-0.287945,51.624177,"Wed"
-0.347006,51.569271,"Mon"
-0.333345,51.591649,"Tue"
-0.353533,51.57233,"Fri"
-0.35027,51.566799,"Wed"
-0.359038,51.559728,"Wed"
-0.327551,51.603976,"Wed"
-0.354255,51.57234,"Fri"
-0.310786,51.592675,"Thu"
-0.330033,51.591422,"Tue"
-0.339815,51.56863,"Sun"
-0.360374,51.558668,"Fri"
-0.278892,51.603812,"Fri"
-0.335762,51.596629,"Sun"
-0.348203,51.603909,"Sun"
-0.30442,51.63179,"Sun"
-0.311201,51.604821,"Mon"
-0.317557,51.600865,"Sat"
-0.361587,51.585122,"Fri"
-0.38959,51.59738,"Tue"
-0.334611,51.592566,"Sun"
-0.339514,51.604595,"Sat"
-0.368937,51.577401,"Tue"
-0.332319,51.592084,"Tue"
-0.369584,51.555289,"Mon"
-0.268163,51.601136,"Wed"
-0.321947,51.579706,"Mon"
-0.310417,51.594828,"Thu"
-0.295681,51.598931,"Sat"
-0.33504,51.596619,"Fri"
-0.392445,51.598318,"Thu"
-0.319334,51.595765,"Sat"
-0.371942,51.561976,"Wed"
-0.35136,51.584529,"Sun"
-0.340429,51.595346,"Sat"
-0.340324,51.606135,"Sat"
-0.342561,51.604189,"Thu"
-0.356658,51.597733,"Thu"
-0.343987,51.592789,"Mon"
-0.338861,51.578958,"Fri"
-0.283926,51.585181,"Sun"
-0.362787,51.58388,"Mon"
-0.369844,51.576245,"Tue"
-0.36135,51.59573,"Sat"
-0.354438,51.563261,"Sat"
-0.33529,51.593745,"Tue"
-0.368472,51.558151,"Wed"
-0.354412,51.571983,"Mon"
-0.310925,51.585034,"Wed"
-0.33995,51.604512,"Wed"
-0.303349,51.590769,"Thu"
-0.370755,51.574999,"Sat"
-0.371425,51.5724,"Mon"
-0.373768,51.583583,"Sun"
-0.323662,51.599784,"Wed"
-0.347455,51.568828,"Tue"
-0.270159,51.601795,"Mon"
-0.331923,51.583176,"Tue"
-0.381483,51.593941,"Mon"
-0.333339,51.591828,"Sun"
-0.308152,51.593626,"Wed"
-0.332077,51.586865,"Tue"
-0.352157,51.562509,"Thu"
-0.353405,51.571879,"Sat"
-0.326603,51.578694,"Fri"
-0.283923,51.585271,"Sat"
-0.334893,51.59275,"Tue"
-0.372139,51.580683,"Thu"
-0.334209,51.579881,"Wed"
-0.355746,51.563009,"Wed"
-0.304145,51.631426,"Mon"
-0.365038,51.581484,"Sat"
-0.332372,51.586689,"Thu"
-0.338674,51.607821,"Sat"
-0.347006,51.569271,"Thu"
-0.27502,51.606902,"Wed"
-0.339471,51.60972,"Fri"
-0.281174,51.612208,"Wed"
-0.335009,51.581691,"Sun"
-0.381921,51.585674,"Tue"
-0.352691,51.603612,"Wed"
-0.353242,51.564413,"Sun"
-0.348588,51.605263,"Fri"
-0.340645,51.581501,"Wed"
-0.293196,51.607438,"Tue"
-0.348494,51.568033,"Wed"
-0.360166,51.608572,"Thu"
-0.361965,51.586656,"Wed"
-0.307498,51.595685,"Wed"
-0.361728,51.585214,"Sun"
-0.294517,51.595317,"Sat"
-0.382079,51.59341,"Tue"
-0.334209,51.579881,"Wed"
-0.380944,51.592855,"Sat"
-0.335273,51.594194,"Fri"
-0.337655,51.564553,"Sat"
-0.333279,51.593446,"Sun"
-0.354274,51.571801,"Wed"
-0.338825,51.579946,"Sun"
-0.330892,51.611307,"Wed"
-0.324541,51.599437,"Thu"
-0.291328,51.599497,"Wed"
-0.36789,51.590516,"Wed"
-0.29503,51.597033,"Fri"
-0.337025,51.573896,"Sun"
-0.338432,51.586775,"Tue"
-0.356797,51.561855,"Wed"
-0.299313,51.586754,"Thu"
-0.370383,51.577332,"Fri"
-0.310923,51.592857,"Wed"
-0.321471,51.600472,"Wed"
-0.307724,51.60513,"Tue"
-0.249761,51.557699,"Mon"
-0.275269,51.535506,"Tue"
-0.203139,51.532714,"Thu"
-0.287263,51.592424,"Tue"
-0.249368,51.549151,"Fri"
-0.266067,51.599307,"Sat"
-0.28136,51.584334,"Tue"
-0.20541,51.548306,"Sun"
-0.294936,51.564839,"Tue"
-0.26807,51.584589,"Mon"
-0.239733,51.533449,"Sat"
-0.305554,51.562565,"Wed"
-0.321029,51.561528,"Sat"
-0.252856,51.544706,"Thu"
-0.2517,51.541002,"Mon"
-0.272318,51.544905,"Sat"
-0.316369,51.582234,"Wed"
-0.243515,51.543847,"Thu"
-0.271484,51.544083,"Tue"
-0.285069,51.55867,"Fri"
-0.221855,51.537136,"Fri"
-0.272346,51.570803,"Sat"
-0.226002,51.534321,"Wed"
-0.191473,51.536042,"Mon"
-0.265955,51.590852,"Sat"
-0.253805,51.55758,"Sun"
-0.224184,51.547693,"Fri"
-0.285069,51.55867,"Sat"
-0.291463,51.557415,"Wed"
-0.275095,51.585861,"Tue"
-0.30541,51.562563,"Sun"
-0.273082,51.585652,"Sun"
-0.233866,51.54721,"Thu"
-0.321542,51.567201,"Wed"
-0.322764,51.557507,"Tue"
-0.272188,51.544543,"Thu"
-0.284176,51.551733,"Thu"
-0.296842,51.552457,"Thu"
-0.292956,51.556088,"Sat"
-0.259205,51.552174,"Tue"
-0.301583,51.560709,"Sat"
-0.237683,51.545468,"Sat"
-0.218295,51.558125,"Wed"
-0.258632,51.540745,"Tue"
-0.244714,51.538919,"Thu"
-0.257228,51.535959,"Sat"
-0.24597,51.562499,"Wed"
-0.197604,51.541442,"Fri"
-0.223543,51.56414,"Thu"
-0.267221,51.542401,"Tue"
-0.247645,51.533927,"Mon"
-0.252603,51.536249,"Sun"
-0.290681,51.543645,"Thu"
-0.267292,51.59366,"Thu"
-0.241855,51.568192,"Mon"
-0.252908,51.539581,"Sat"
-0.2534,51.560631,"Sat"
-0.28997,51.577986,"Mon"
-0.219516,51.560122,"Thu"
-0.257582,51.541809,"Thu"
-0.314273,51.553069,"Wed"
-0.277056,51.541647,"Fri"
-0.292773,51.564808,"Wed"
-0.256246,51.561663,"Mon"
-0.249706,51.559137,"Fri"
-0.285433,51.552831,"Mon"
-0.241035,51.548306,"Mon"
-0.297801,51.54222,"Sat"
-0.225924,51.547449,"Mon"
-0.275672,51.58587,"Fri"
-0.300493,51.539651,"Fri"
-0.297372,51.54599,"Wed"
-0.254148,51.559923,"Tue"
-0.3139,51.551445,"Fri"
-0.238043,51.569754,"Mon"
-0.294722,51.566724,"Sat"
-0.278739,51.584926,"Thu"
-0.322318,51.56964,"Sun"
-0.240463,51.536967,"Wed"
-0.246675,51.532924,"Thu"
-0.28137,51.549624,"Wed"
-0.253623,51.558566,"Fri"
-0.282185,51.585426,"Fri"
-0.270932,51.58526,"Wed"
-0.265454,51.566115,"Sat"
-0.294483,51.573106,"Tue"
-0.23434,51.546138,"Sun"
-0.244729,51.534783,"Sun"
-0.248946,51.548874,"Sun"
-0.287569,51.565091,"Wed"
-0.221652,51.542349,"Sun"
-0.278038,51.534737,"Thu"
-0.261693,51.551222,"Fri"
-0.195513,51.539612,"Thu"
-0.251376,51.587039,"Thu"
-0.276969,51.547761,"Fri"
-0.26535,51.584009,"Sat"
-0.295184,51.569789,"Thu"
-0.297325,51.543382,"Sun"
-0.224802,51.542936,"Sat"
-0.27515,51.565359,"Thu"
-0.28522,51.558493,"Wed"
-0.255006,51.560115,"Wed"
-0.249754,51.557879,"Tue"
-0.258237,51.562412,"Mon"
-0.257461,51.541178,"Sun"
-0.227328,51.566984,"Wed"
-0.321803,51.579704,"Mon"
-0.259792,51.563244,"Fri"
-0.257251,51.580652,"Wed"
-0.241279,51.538238,"Thu"
-0.319929,51.560074,"Tue"
-0.274374,51.585851,"Wed"
-0.238574,51.548539,"Tue"
-0.222896,51.543717,"Sat"
-0.257606,51.54118,"Thu"
-0.278038,51.534737,"Fri"
-0.253496,51.554338,"Tue"
-0.266936,51.542307,"Sat"
-0.275142,51.535054,"Wed"
-0.257606,51.54118,"Sat"
-0.192309,51.536775,"Wed"
-0.283995,51.541209,"Tue"
-0.264636,51.587595,"Thu"
-0.221663,51.545766,"Sat"
-0.247887,51.557671,"Mon"
-0.260203,51.541129,"Tue"
-0.217451,51.531764,"Mon"
-0.25362,51.558656,"Sun"
-0.300228,51.539018,"Sun"
-0.233565,51.532637,"Mon"
-0.253726,51.559647,"Sun"
-0.294062,51.553496,"Mon"
-0.308734,51.585721,"Sun"
-0.245545,51.536054,"Tue"
-0.231138,51.546899,"Fri"
-0.262708,51.581362,"Wed"
-0.248815,51.55229,"Fri"
-0.278336,51.580333,"Wed"
-0.268804,51.546292,"Thu"
-0.199421,51.542909,"Thu"
-0.264921,51.583913,"Sun"
-0.277355,51.541382,"Mon"
-0.279815,51.548792,"Sun"
-0.230961,51.555169,"Wed"
-0.249617,51.557697,"Wed"
-0.234998,51.55523,"Wed"
-0.296809,51.541756,"Thu"
-0.196068,51.54016,"Mon"
